Recipe_ID,Cuisine,Ingredients,Category,Cooking_Time,Difficulty,Cooking_Method,Serving_Size
218,French,"Butter, Eggs, Cream, Onion, White Wine, Garlic, Thyme, Milk, Cheese, Flour",Dinner,61,Hard,Baking,4
219,Indian,"Chili, Ginger, Garam Masala, Turmeric, Tomato, Lentils, Ghee",Breakfast,44,Medium,Grilling,6
220,Indian,"Coriander, Cumin, Tomato, Garam Masala",Breakfast,89,Medium,Frying,5
221,Japanese,"Seaweed, Mirin, Dashi, Tofu, Wasabi, Rice",Dessert,111,Easy,Slow Cooking,4
222,American,"Pickles, Ketchup, Bun, Bacon, Cheddar",Snack,84,Hard,Slow Cooking,6
223,Indian,"Garam Masala, Coriander, Yogurt, Ghee, Ginger, Lentils, Chili, Cumin, Turmeric, Tomato",Dessert,94,Easy,Slow Cooking,3
224,Japanese,"Seaweed, Tofu, Soy Sauce, Dashi",Breakfast,114,Medium,Boiling,4
225,French,"Butter, Garlic, Eggs, White Wine, Milk, Flour, Onion, Cream, Thyme",Dinner,70,Medium,Frying,5
226,Italian,"Oregano, Pasta, Bread, Basil, Mozzarella, Parmesan",Lunch,77,Medium,Sauteing,3
227,Indian,"Ginger, Garam Masala, Turmeric, Lentils, Coriander, Chili, Tomato, Ghee, Yogurt, Cumin",Dessert,51,Hard,Slow Cooking,3
228,French,"Milk, Eggs, Thyme, White Wine, Flour",Dinner,58,Medium,Steaming,3
229,Mediterranean,"Paprika, Cucumber, Feta Cheese, Pita Bread, Chickpeas, Yogurt, Olive Oil, Lemon",Breakfast,18,Medium,Frying,3
230,Indian,"Tomato, Lentils, Chili, Ghee, Cumin",Snack,12,Easy,Roasting,4
231,Indian,"Chili, Yogurt, Tomato, Turmeric, Ginger, Lentils, Coriander, Ghee",Dinner,33,Easy,Frying,2
232,Chinese,"Sesame Oil, Soy Sauce, Tofu, Garlic",Dinner,49,Easy,Frying,2
233,Mediterranean,"Feta Cheese, Garlic, Cucumber, Yogurt, Olive Oil, Tomato, Pita Bread",Snack,112,Medium,Slow Cooking,5
234,American,"Bun, Bacon, Mustard, Pickles, Onion, Beef, Ketchup",Snack,74,Easy,Grilling,2
235,Mediterranean,"Olive Oil, Paprika, Tomato, Garlic, Feta Cheese, Cucumber, Pita Bread, Chickpeas, Lemon",Breakfast,95,Medium,Boiling,3
236,Italian,"Pasta, Mozzarella, Tomato, Garlic, Basil, Parmesan, Oregano, Olive Oil, Bread",Dinner,91,Hard,Baking,5
237,French,"Milk, White Wine, Butter, Eggs",Lunch,35,Hard,Frying,1
238,Mediterranean,"Feta Cheese, Paprika, Yogurt, Lemon, Cucumber, Pita Bread, Tomato, Chickpeas, Garlic, Olive Oil",Lunch,24,Medium,Frying,1
239,French,"Eggs, Garlic, Milk, Cream, Cheese, White Wine, Butter, Thyme, Onion, Flour",Dinner,20,Easy,Boiling,5
240,Italian,"Pasta, Garlic, Bread, Parmesan, Basil, Oregano, Balsamic Vinegar, Olive Oil, Mozzarella, Tomato",Breakfast,106,Medium,Baking,4
241,American,"Lettuce, Tomato, Mustard, Beef, Onion, Cheddar",Breakfast,69,Easy,Boiling,6
242,American,"Cheddar, Ketchup, Onion, Mustard, Bacon, Tomato, Beef, Pickles, Bun",Lunch,81,Easy,Baking,6
243,Japanese,"Soy Sauce, Rice, Mirin, Sesame Seeds, Tofu, Seaweed, Wasabi, Miso, Ginger, Dashi",Dinner,84,Hard,Roasting,3
244,Italian,"Mozzarella, Olive Oil, Garlic, Pasta, Oregano",Breakfast,97,Hard,Baking,2
245,Mexican,"Cumin, Beans, Cheese, Salsa, Corn, Chili Powder",Snack,46,Easy,Roasting,5
246,Chinese,"Garlic, Rice Vinegar, Soy Sauce, Noodles, Sesame Oil, Tofu, Hoisin Sauce, Ginger, Spring Onion",Breakfast,43,Hard,Grilling,3
247,Italian,"Garlic, Oregano, Pasta, Olive Oil, Balsamic Vinegar, Tomato, Parmesan",Dinner,113,Medium,Sauteing,3
248,American,"Bacon, Bun, Tomato, Ketchup, Pickles, Cheddar, Onion, Beef",Snack,32,Medium,Steaming,2
249,Indian,"Ginger, Chili, Garam Masala, Cumin",Snack,85,Medium,Steaming,3
250,Mediterranean,"Chickpeas, Feta Cheese, Paprika, Pita Bread, Garlic, Cucumber, Lemon, Yogurt",Dinner,69,Hard,Boiling,1
251,American,"Cheddar, Pickles, Mustard, Onion, Bun, Bacon, Beef, Ketchup, Lettuce",Breakfast,107,Medium,Frying,1
252,Mexican,"Salsa, Cilantro, Beans, Cheese, Lime, Chili Powder",Snack,93,Easy,Frying,6
253,Chinese,"Hoisin Sauce, Noodles, Soy Sauce, Spring Onion, Rice Vinegar, Sesame Oil",Lunch,64,Easy,Roasting,3
254,Thai,"Basil, Lime, Tamarind, Shrimp, Coconut Milk",Lunch,42,Easy,Grilling,3
255,Chinese,"Spring Onion, Noodles, Rice Vinegar, Sesame Oil, Hoisin Sauce, Soy Sauce, Garlic",Dessert,66,Medium,Steaming,1
256,Indian,"Lentils, Cumin, Yogurt, Garam Masala, Ghee",Dessert,28,Hard,Roasting,1
257,French,"Cheese, Onion, Milk, Flour, Thyme, Cream, Butter",Lunch,33,Easy,Boiling,3
258,American,"Lettuce, Mustard, Tomato, Onion, Cheddar, Beef, Pickles",Dinner,17,Easy,Baking,6
259,Indian,"Yogurt, Coriander, Cumin, Chili, Tomato, Lentils, Turmeric, Ginger",Lunch,39,Hard,Slow Cooking,5
260,Mexican,"Chili Powder, Cumin, Beans, Tortilla, Salsa",Dinner,67,Medium,Boiling,3
261,Mediterranean,"Yogurt, Chickpeas, Tomato, Garlic, Olive Oil, Cucumber",Lunch,67,Hard,Sauteing,2
262,American,"Bacon, Bun, Beef, Cheddar, Tomato, Lettuce, Onion, Pickles, Mustard",Dessert,111,Hard,Baking,6
263,French,"Garlic, Thyme, Onion, White Wine",Dessert,51,Hard,Grilling,1
264,Japanese,"Seaweed, Wasabi, Soy Sauce, Ginger, Miso, Mirin",Lunch,66,Easy,Slow Cooking,3
265,Thai,"Lime, Peanut, Shrimp, Fish Sauce, Basil, Rice Noodles, Coconut Milk, Chili, Tamarind",Snack,119,Medium,Grilling,5
266,American,"Bacon, Beef, Lettuce, Pickles, Bun",Lunch,44,Medium,Grilling,1
267,Indian,"Ghee, Chili, Lentils, Cumin, Turmeric, Garam Masala, Tomato, Coriander, Yogurt, Ginger",Lunch,35,Easy,Boiling,4
268,American,"Tomato, Lettuce, Onion, Bun, Ketchup, Pickles, Bacon, Mustard",Breakfast,11,Medium,Steaming,6
269,Thai,"Shrimp, Lemongrass, Tamarind, Basil, Rice Noodles",Lunch,92,Easy,Boiling,2
270,Japanese,"Sesame Seeds, Tofu, Rice, Mirin, Ginger, Soy Sauce, Seaweed, Miso",Dessert,76,Medium,Baking,6
271,Thai,"Tamarind, Lime, Coconut Milk, Chili",Breakfast,91,Easy,Grilling,6
272,Italian,"Mozzarella, Parmesan, Bread, Garlic, Tomato, Oregano, Balsamic Vinegar, Olive Oil, Basil, Pasta",Dinner,14,Medium,Steaming,2
273,Indian,"Tomato, Turmeric, Ghee, Lentils, Coriander, Garam Masala, Yogurt, Chili, Cumin",Lunch,74,Hard,Frying,6
274,Italian,"Mozzarella, Bread, Olive Oil, Parmesan, Basil",Dessert,67,Medium,Steaming,3
275,Mediterranean,"Cucumber, Pita Bread, Tomato, Feta Cheese, Olive Oil, Garlic, Chickpeas, Lemon, Paprika, Yogurt",Dinner,89,Easy,Roasting,3
276,Italian,"Bread, Basil, Oregano, Tomato, Parmesan",Breakfast,72,Medium,Baking,3
277,Chinese,"Tofu, Ginger, Noodles, Spring Onion, Hoisin Sauce",Lunch,100,Easy,Slow Cooking,1
278,Mediterranean,"Paprika, Yogurt, Feta Cheese, Pita Bread, Garlic, Cucumber",Dessert,75,Medium,Steaming,3
279,Mediterranean,"Yogurt, Olive Oil, Feta Cheese, Garlic, Cucumber, Pita Bread, Lemon, Tomato, Chickpeas, Paprika",Snack,118,Medium,Sauteing,5
280,Thai,"Tamarind, Shrimp, Lime, Coconut Milk, Basil",Dinner,110,Medium,Grilling,2
281,Thai,"Coconut Milk, Peanut, Lime, Tamarind, Fish Sauce, Shrimp, Basil, Lemongrass, Rice Noodles",Breakfast,74,Medium,Slow Cooking,5
282,Thai,"Chili, Tamarind, Lemongrass, Basil, Fish Sauce, Coconut Milk, Peanut, Rice Noodles",Snack,17,Easy,Boiling,1
283,Chinese,"Spring Onion, Hoisin Sauce, Noodles, Rice Vinegar, Tofu, Ginger",Snack,80,Hard,Sauteing,3
284,Thai,"Rice Noodles, Lime, Tamarind, Coconut Milk, Shrimp, Peanut",Dinner,86,Medium,Slow Cooking,3
285,Thai,"Rice Noodles, Chili, Tamarind, Shrimp, Basil, Lime, Fish Sauce, Peanut",Lunch,99,Medium,Roasting,5
286,Mediterranean,"Garlic, Olive Oil, Yogurt, Cucumber, Pita Bread, Chickpeas, Paprika, Lemon, Feta Cheese, Tomato",Dinner,80,Easy,Sauteing,1
287,Indian,"Ginger, Yogurt, Tomato, Turmeric",Snack,89,Hard,Grilling,4
288,Japanese,"Wasabi, Seaweed, Dashi, Rice",Dinner,53,Easy,Grilling,5
289,Japanese,"Soy Sauce, Ginger, Rice, Wasabi, Mirin, Miso, Dashi, Tofu, Seaweed",Breakfast,22,Medium,Grilling,5
290,Mediterranean,"Yogurt, Olive Oil, Lemon, Cucumber, Tomato, Feta Cheese, Pita Bread, Garlic, Paprika",Breakfast,57,Hard,Frying,1
291,Indian,"Chili, Yogurt, Tomato, Ghee",Breakfast,30,Easy,Slow Cooking,4
292,Mediterranean,"Olive Oil, Chickpeas, Pita Bread, Tomato, Cucumber, Yogurt, Feta Cheese, Paprika",Dessert,72,Hard,Roasting,2
293,Indian,"Cumin, Coriander, Garam Masala, Lentils, Ghee",Dessert,105,Hard,Slow Cooking,4
294,Chinese,"Garlic, Rice Vinegar, Ginger, Spring Onion, Tofu, Hoisin Sauce, Soy Sauce",Snack,31,Easy,Boiling,6
295,French,"Cheese, Garlic, Milk, Onion, Flour, White Wine, Eggs, Cream, Butter",Lunch,19,Hard,Grilling,5
296,Italian,"Oregano, Pasta, Basil, Balsamic Vinegar, Olive Oil, Parmesan, Mozzarella, Garlic, Tomato",Dessert,66,Hard,Baking,3
297,Thai,"Basil, Lemongrass, Coconut Milk, Fish Sauce",Lunch,41,Hard,Steaming,2
298,Indian,"Coriander, Cumin, Turmeric, Lentils, Garam Masala, Yogurt",Lunch,62,Easy,Sauteing,2
299,French,"White Wine, Cream, Butter, Milk",Dinner,70,Medium,Steaming,4
300,Thai,"Basil, Fish Sauce, Rice Noodles, Lime, Lemongrass, Coconut Milk, Peanut, Tamarind, Chili, Shrimp",Breakfast,89,Easy,Steaming,2
301,Chinese,"Sesame Oil, Ginger, Tofu, Noodles",Breakfast,65,Hard,Frying,3
302,Japanese,"Rice, Ginger, Mirin, Seaweed, Sesame Seeds, Miso, Soy Sauce, Wasabi",Breakfast,25,Easy,Steaming,4
303,Mexican,"Salsa, Cumin, Corn, Lime",Snack,56,Medium,Grilling,1
304,Italian,"Garlic, Mozzarella, Tomato, Basil, Pasta",Dessert,13,Medium,Sauteing,3
305,Thai,"Basil, Tamarind, Coconut Milk, Peanut, Fish Sauce, Shrimp, Rice Noodles, Lemongrass",Breakfast,53,Easy,Frying,2
306,Japanese,"Rice, Sesame Seeds, Seaweed, Wasabi, Ginger, Miso, Dashi, Mirin",Dinner,66,Easy,Frying,3
307,American,"Pickles, Ketchup, Beef, Lettuce, Bacon, Cheddar, Tomato, Bun",Breakfast,28,Hard,Baking,6
308,Thai,"Lime, Fish Sauce, Tamarind, Chili, Basil, Coconut Milk, Shrimp",Dinner,107,Hard,Slow Cooking,4
309,French,"Cheese, Garlic, Eggs, Milk, Butter, Cream, Thyme, White Wine, Onion",Snack,102,Easy,Steaming,5
310,Mexican,"Cumin, Cilantro, Corn, Chili Powder, Avocado",Breakfast,119,Medium,Boiling,2
311,Mediterranean,"Olive Oil, Cucumber, Lemon, Paprika, Chickpeas, Garlic",Lunch,72,Medium,Baking,5
312,Thai,"Lemongrass, Shrimp, Basil, Fish Sauce, Rice Noodles, Tamarind, Lime, Chili, Peanut, Coconut Milk",Breakfast,73,Easy,Frying,2
313,Japanese,"Ginger, Mirin, Tofu, Seaweed, Sesame Seeds, Dashi",Dessert,19,Hard,Grilling,5
314,French,"Butter, Thyme, White Wine, Flour, Milk, Onion, Cream, Garlic, Eggs",Snack,109,Easy,Baking,6
315,French,"Onion, Garlic, Butter, Thyme, Cream, Milk, Cheese",Lunch,97,Hard,Frying,3
316,Thai,"Lemongrass, Tamarind, Chili, Peanut, Rice Noodles, Shrimp, Coconut Milk, Lime",Breakfast,79,Easy,Grilling,3
317,Chinese,"Garlic, Hoisin Sauce, Tofu, Noodles, Ginger, Sesame Oil, Soy Sauce, Spring Onion",Breakfast,25,Easy,Steaming,4
318,Italian,"Oregano, Mozzarella, Balsamic Vinegar, Garlic, Olive Oil",Dinner,68,Hard,Baking,2
319,French,"Onion, Cream, Eggs, Flour, Thyme, Cheese, Butter",Snack,64,Hard,Roasting,2
320,American,"Tomato, Onion, Bun, Beef",Dinner,17,Easy,Steaming,1
321,Thai,"Basil, Chili, Peanut, Shrimp, Tamarind, Coconut Milk, Rice Noodles, Fish Sauce",Lunch,38,Easy,Slow Cooking,1
322,Mediterranean,"Yogurt, Tomato, Feta Cheese, Garlic, Chickpeas, Olive Oil, Paprika, Lemon, Cucumber, Pita Bread",Dinner,45,Medium,Frying,4
323,Chinese,"Tofu, Spring Onion, Noodles, Sesame Oil",Snack,116,Easy,Slow Cooking,2
324,Mexican,"Avocado, Tortilla, Cumin, Cilantro, Salsa, Cheese, Beans, Lime",Dessert,86,Hard,Sauteing,2
325,American,"Bun, Lettuce, Beef, Tomato",Snack,110,Easy,Roasting,5
326,French,"Milk, Cheese, Cream, Thyme, White Wine, Eggs, Flour",Breakfast,76,Easy,Steaming,4
327,Mexican,"Avocado, Beans, Cheese, Chili Powder, Cumin, Corn, Lime",Breakfast,37,Hard,Roasting,4
328,French,"Garlic, Onion, Cream, Butter, Milk, Cheese, Thyme, White Wine, Flour, Eggs",Dessert,38,Medium,Grilling,5
329,Thai,"Fish Sauce, Coconut Milk, Tamarind, Shrimp, Chili, Peanut, Rice Noodles",Lunch,30,Easy,Boiling,5
330,Italian,"Garlic, Bread, Basil, Tomato",Breakfast,106,Medium,Roasting,1
331,Thai,"Chili, Peanut, Shrimp, Fish Sauce, Basil, Lemongrass, Coconut Milk, Tamarind",Snack,105,Hard,Roasting,3
332,Mexican,"Cheese, Salsa, Beans, Corn, Cilantro, Chili Powder, Avocado, Lime, Cumin, Tortilla",Dessert,101,Medium,Steaming,3
333,French,"Onion, Flour, White Wine, Butter, Eggs, Garlic, Milk, Thyme",Breakfast,113,Easy,Boiling,4
334,Italian,"Garlic, Olive Oil, Basil, Tomato, Balsamic Vinegar, Mozzarella, Bread, Pasta, Oregano",Snack,23,Medium,Slow Cooking,2
335,American,"Lettuce, Bun, Ketchup, Beef, Mustard, Pickles, Tomato, Cheddar",Snack,61,Easy,Grilling,1
336,Indian,"Lentils, Coriander, Tomato, Turmeric, Chili, Ghee, Cumin, Ginger, Garam Masala, Yogurt",Lunch,46,Hard,Sauteing,3
337,Mexican,"Cheese, Beans, Salsa, Chili Powder, Tortilla, Cilantro, Cumin, Avocado, Lime, Corn",Snack,116,Easy,Sauteing,4
338,Mediterranean,"Lemon, Chickpeas, Pita Bread, Paprika, Cucumber",Breakfast,100,Hard,Slow Cooking,6
339,Chinese,"Rice Vinegar, Soy Sauce, Spring Onion, Tofu, Ginger, Noodles",Snack,80,Easy,Sauteing,6
340,Mexican,"Cumin, Cheese, Cilantro, Corn, Salsa, Tortilla, Chili Powder, Beans",Snack,53,Hard,Frying,5
341,Japanese,"Tofu, Dashi, Sesame Seeds, Wasabi",Dessert,116,Hard,Roasting,1
342,American,"Cheddar, Lettuce, Bacon, Beef, Pickles",Lunch,104,Medium,Steaming,6
343,Mediterranean,"Olive Oil, Yogurt, Paprika, Pita Bread, Garlic, Chickpeas, Lemon",Dessert,104,Medium,Baking,4
344,Indian,"Coriander, Garam Masala, Ghee, Yogurt, Cumin, Turmeric, Ginger, Tomato",Dessert,32,Easy,Roasting,2
345,American,"Onion, Bun, Ketchup, Beef, Cheddar, Mustard",Dessert,50,Hard,Roasting,2
346,Japanese,"Ginger, Wasabi, Mirin, Soy Sauce, Sesame Seeds",Lunch,65,Easy,Sauteing,4
347,French,"Cream, White Wine, Milk, Eggs",Dinner,67,Medium,Baking,3
348,Thai,"Lime, Tamarind, Shrimp, Chili",Snack,65,Hard,Boiling,4
349,Mediterranean,"Garlic, Yogurt, Olive Oil, Feta Cheese",Snack,110,Medium,Grilling,3
350,Mediterranean,"Lemon, Cucumber, Garlic, Tomato, Feta Cheese, Olive Oil, Chickpeas",Dinner,119,Medium,Roasting,6
351,American,"Pickles, Mustard, Cheddar, Bun, Lettuce, Bacon, Ketchup, Beef, Onion",Dinner,35,Hard,Roasting,5
352,Chinese,"Sesame Oil, Garlic, Hoisin Sauce, Rice Vinegar, Soy Sauce, Ginger, Tofu",Snack,114,Hard,Slow Cooking,1
353,French,"Cream, Butter, White Wine, Eggs, Garlic, Milk, Thyme, Cheese, Flour",Snack,86,Hard,Boiling,3
354,Italian,"Bread, Basil, Tomato, Garlic",Dinner,45,Easy,Baking,4
355,French,"Butter, Garlic, Onion, Eggs, Cream",Lunch,22,Hard,Frying,6
356,Japanese,"Dashi, Miso, Ginger, Wasabi, Seaweed, Mirin, Tofu, Soy Sauce, Sesame Seeds",Dessert,81,Easy,Boiling,3
357,Italian,"Oregano, Balsamic Vinegar, Mozzarella, Parmesan, Olive Oil, Pasta, Garlic, Tomato",Dinner,103,Hard,Baking,1
358,Chinese,"Spring Onion, Ginger, Garlic, Tofu, Noodles, Rice Vinegar, Soy Sauce, Sesame Oil, Hoisin Sauce",Snack,50,Medium,Frying,4
359,Chinese,"Garlic, Spring Onion, Rice Vinegar, Sesame Oil",Dinner,73,Medium,Roasting,4
360,Chinese,"Garlic, Sesame Oil, Noodles, Spring Onion, Tofu, Rice Vinegar",Dessert,100,Easy,Frying,4
361,French,"Garlic, Milk, Eggs, Butter, White Wine, Onion, Thyme, Flour",Snack,92,Easy,Frying,1
362,Japanese,"Mirin, Miso, Rice, Wasabi, Tofu",Snack,42,Easy,Sauteing,6
363,American,"Bacon, Mustard, Ketchup, Beef, Pickles, Cheddar, Tomato, Onion, Bun, Lettuce",Breakfast,29,Medium,Roasting,5
364,American,"Lettuce, Beef, Ketchup, Cheddar",Dessert,78,Medium,Grilling,6
365,Mexican,"Chili Powder, Tortilla, Salsa, Cumin, Avocado, Cilantro, Lime",Breakfast,55,Easy,Steaming,5
366,Chinese,"Soy Sauce, Hoisin Sauce, Spring Onion, Garlic, Rice Vinegar, Ginger, Sesame Oil, Tofu, Noodles",Breakfast,49,Easy,Slow Cooking,6
367,Thai,"Lemongrass, Fish Sauce, Tamarind, Peanut, Chili, Shrimp, Basil, Rice Noodles, Lime, Coconut Milk",Snack,31,Medium,Frying,2
368,American,"Beef, Pickles, Ketchup, Bun, Bacon, Cheddar, Tomato, Lettuce, Mustard, Onion",Snack,30,Medium,Slow Cooking,2
369,Mediterranean,"Feta Cheese, Tomato, Chickpeas, Olive Oil, Lemon, Cucumber, Pita Bread",Snack,77,Hard,Boiling,2
370,Thai,"Shrimp, Rice Noodles, Basil, Coconut Milk, Chili",Dinner,88,Hard,Boiling,5
371,Mediterranean,"Tomato, Yogurt, Garlic, Paprika, Cucumber, Feta Cheese",Breakfast,41,Easy,Grilling,6
372,Indian,"Tomato, Turmeric, Chili, Lentils, Garam Masala, Cumin, Ginger",Lunch,39,Hard,Baking,6
373,Italian,"Basil, Pasta, Balsamic Vinegar, Oregano, Parmesan, Mozzarella, Olive Oil, Tomato",Breakfast,114,Medium,Steaming,1
374,French,"White Wine, Cream, Onion, Milk, Butter, Cheese, Eggs, Garlic, Thyme",Lunch,81,Hard,Boiling,5
375,Mediterranean,"Pita Bread, Olive Oil, Lemon, Garlic, Feta Cheese, Chickpeas, Cucumber, Yogurt, Paprika",Breakfast,26,Easy,Boiling,5
376,Indian,"Chili, Ginger, Garam Masala, Cumin, Ghee, Lentils, Coriander, Tomato, Yogurt, Turmeric",Lunch,24,Easy,Sauteing,5
377,Indian,"Cumin, Coriander, Ginger, Turmeric, Chili",Breakfast,102,Medium,Steaming,3
378,American,"Lettuce, Ketchup, Onion, Bun, Tomato, Pickles",Snack,87,Medium,Roasting,6
379,French,"Garlic, Cream, White Wine, Flour, Butter, Onion",Snack,70,Easy,Baking,2
380,Japanese,"Wasabi, Tofu, Mirin, Dashi, Rice, Soy Sauce, Sesame Seeds, Miso",Dinner,58,Medium,Sauteing,1
381,Mexican,"Lime, Avocado, Cheese, Tortilla, Cilantro, Chili Powder, Beans, Corn, Cumin, Salsa",Lunch,47,Easy,Steaming,3
382,Thai,"Peanut, Rice Noodles, Fish Sauce, Chili, Tamarind",Dinner,30,Medium,Slow Cooking,1
383,Italian,"Pasta, Tomato, Basil, Oregano, Balsamic Vinegar, Olive Oil, Bread",Snack,48,Medium,Roasting,4
384,Thai,"Fish Sauce, Shrimp, Coconut Milk, Basil, Lime, Chili, Rice Noodles, Lemongrass",Dessert,65,Easy,Slow Cooking,3
385,Chinese,"Garlic, Soy Sauce, Sesame Oil, Tofu, Ginger, Hoisin Sauce, Rice Vinegar, Spring Onion, Noodles",Breakfast,55,Hard,Roasting,4
386,Mediterranean,"Paprika, Garlic, Feta Cheese, Lemon, Chickpeas",Lunch,26,Easy,Boiling,5
387,Chinese,"Ginger, Garlic, Sesame Oil, Tofu, Rice Vinegar, Hoisin Sauce",Lunch,58,Medium,Roasting,1
388,Thai,"Lime, Peanut, Fish Sauce, Lemongrass, Chili, Rice Noodles, Shrimp, Tamarind, Coconut Milk",Lunch,44,Easy,Slow Cooking,4
389,Chinese,"Garlic, Noodles, Tofu, Spring Onion, Rice Vinegar, Hoisin Sauce, Ginger, Soy Sauce, Sesame Oil",Dinner,89,Medium,Sauteing,1
390,Mexican,"Cilantro, Avocado, Chili Powder, Tortilla, Cumin, Lime, Salsa, Corn, Beans",Lunch,19,Easy,Baking,3
391,French,"Onion, Milk, Eggs, Garlic, Butter, Cheese, Flour, Thyme, White Wine",Lunch,10,Hard,Grilling,6
392,Chinese,"Noodles, Hoisin Sauce, Tofu, Soy Sauce, Rice Vinegar, Ginger, Sesame Oil, Garlic, Spring Onion",Snack,70,Medium,Grilling,4
393,French,"Eggs, White Wine, Cheese, Flour, Butter, Garlic, Thyme, Milk, Cream",Dinner,37,Easy,Steaming,3
394,Italian,"Oregano, Basil, Tomato, Pasta, Garlic, Balsamic Vinegar, Mozzarella",Breakfast,112,Medium,Steaming,1
395,Chinese,"Soy Sauce, Hoisin Sauce, Ginger, Spring Onion, Tofu, Noodles, Garlic",Lunch,83,Medium,Grilling,2
396,Italian,"Oregano, Basil, Olive Oil, Garlic",Lunch,49,Easy,Roasting,6
397,Mexican,"Cilantro, Salsa, Cumin, Chili Powder",Dessert,52,Easy,Slow Cooking,3
398,Mexican,"Tortilla, Cilantro, Avocado, Chili Powder, Lime, Salsa",Snack,120,Hard,Boiling,6
399,Italian,"Oregano, Basil, Pasta, Garlic, Tomato, Olive Oil",Dessert,21,Hard,Steaming,1
400,Mexican,"Cilantro, Lime, Tortilla, Chili Powder, Cheese, Corn, Salsa, Avocado, Beans, Cumin",Lunch,56,Easy,Roasting,2
401,Thai,"Rice Noodles, Shrimp, Coconut Milk, Basil, Fish Sauce, Lemongrass, Chili, Tamarind, Lime, Peanut",Dinner,25,Medium,Grilling,1
402,Thai,"Lime, Shrimp, Fish Sauce, Basil, Chili, Lemongrass, Coconut Milk, Peanut, Tamarind",Breakfast,115,Medium,Frying,6
403,Mexican,"Salsa, Beans, Chili Powder, Cumin, Cheese, Corn, Lime, Avocado, Tortilla, Cilantro",Dinner,32,Hard,Baking,1
404,Thai,"Shrimp, Coconut Milk, Chili, Tamarind, Rice Noodles, Basil",Dinner,50,Hard,Grilling,6
405,Mediterranean,"Olive Oil, Cucumber, Garlic, Lemon, Yogurt, Chickpeas, Paprika, Tomato, Feta Cheese, Pita Bread",Lunch,74,Hard,Boiling,3
406,Japanese,"Miso, Ginger, Tofu, Soy Sauce, Dashi, Wasabi, Mirin, Seaweed",Lunch,57,Medium,Roasting,2
407,American,"Bun, Cheddar, Mustard, Ketchup",Breakfast,26,Hard,Frying,5
408,Italian,"Mozzarella, Olive Oil, Garlic, Tomato",Lunch,74,Easy,Roasting,6
409,Italian,"Tomato, Olive Oil, Mozzarella, Garlic, Balsamic Vinegar, Pasta, Basil, Parmesan, Oregano, Bread",Lunch,115,Hard,Roasting,1
410,American,"Bacon, Cheddar, Pickles, Onion, Lettuce, Ketchup, Bun",Dinner,46,Hard,Sauteing,2
411,French,"Onion, Cream, Eggs, Garlic, Cheese, Flour, White Wine",Breakfast,58,Medium,Boiling,2
412,American,"Mustard, Pickles, Ketchup, Beef, Lettuce, Bun, Onion, Bacon, Tomato",Lunch,98,Medium,Grilling,2
413,Mediterranean,"Tomato, Paprika, Garlic, Cucumber, Feta Cheese, Lemon, Yogurt, Chickpeas, Olive Oil",Snack,15,Easy,Slow Cooking,3
414,Mediterranean,"Tomato, Yogurt, Feta Cheese, Olive Oil, Cucumber, Lemon, Paprika, Garlic, Pita Bread, Chickpeas",Dinner,107,Hard,Roasting,1
415,Mediterranean,"Lemon, Chickpeas, Yogurt, Paprika, Pita Bread, Olive Oil, Feta Cheese, Tomato, Garlic, Cucumber",Snack,20,Hard,Frying,1
416,Thai,"Lemongrass, Basil, Fish Sauce, Tamarind, Chili, Coconut Milk, Rice Noodles, Lime",Dessert,83,Hard,Steaming,2
417,Indian,"Garam Masala, Ginger, Coriander, Yogurt, Tomato, Ghee, Turmeric, Cumin, Chili",Dinner,27,Medium,Slow Cooking,2
418,Indian,"Turmeric, Coriander, Ghee, Ginger, Yogurt, Chili, Cumin, Lentils, Garam Masala",Breakfast,81,Medium,Roasting,3
419,Italian,"Balsamic Vinegar, Basil, Olive Oil, Garlic, Parmesan, Oregano, Tomato, Mozzarella, Pasta",Breakfast,41,Easy,Sauteing,5
420,Mexican,"Cilantro, Lime, Salsa, Tortilla, Corn, Beans, Chili Powder, Avocado",Dinner,44,Medium,Boiling,3
421,American,"Tomato, Onion, Bun, Pickles, Cheddar, Mustard",Lunch,32,Hard,Roasting,1
422,Indian,"Ghee, Coriander, Tomato, Cumin, Yogurt, Ginger, Chili, Turmeric, Garam Masala, Lentils",Lunch,103,Medium,Grilling,1
423,Thai,"Basil, Chili, Rice Noodles, Lime, Shrimp, Peanut, Fish Sauce, Lemongrass",Snack,115,Hard,Grilling,5
424,American,"Lettuce, Mustard, Beef, Onion, Cheddar, Ketchup, Bacon, Pickles, Bun",Lunch,98,Hard,Roasting,5
425,Mexican,"Corn, Cumin, Tortilla, Cilantro, Chili Powder, Lime",Lunch,26,Medium,Frying,1
426,Indian,"Turmeric, Yogurt, Ginger, Tomato, Coriander, Chili, Cumin, Lentils",Snack,93,Easy,Baking,3
427,Indian,"Cumin, Ghee, Lentils, Coriander",Dinner,69,Medium,Steaming,3
428,Chinese,"Sesame Oil, Ginger, Noodles, Garlic, Spring Onion, Tofu, Rice Vinegar, Hoisin Sauce, Soy Sauce",Dessert,67,Easy,Frying,4
429,Italian,"Tomato, Olive Oil, Oregano, Bread, Basil, Garlic, Mozzarella, Pasta, Parmesan, Balsamic Vinegar",Dinner,116,Medium,Roasting,3
